Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000347,Male,No,3+,Graduate,No,3087,4000,67,180,1,Urban,1
LP000348,Male,No,0,Graduate,No,8500,4000,573,180,1,Rural,0
LP000349,Male,No,3+,Graduate,No,11303,4000,229,120,1,Rural,1
LP000350,Male,No,0,Graduate,No,2396,1000,172,480,1,Urban,0
LP000351,Female,No,0,Not Graduate,No,7058,4000,295,120,0,Rural,1
LP000352,Male,No,0,Graduate,No,9969,2000,422,180,1,Urban,0
LP000353,Male,No,1,Not Graduate,No,6147,1000,100,180,1,Rural,1
LP000354,Male,Yes,3+,Graduate,No,11328,2000,120,480,1,Rural,1
LP000355,Male,No,3+,Graduate,No,11850,1000,529,360,1,Urban,0
LP000356,Male,Yes,0,Not Graduate,No,3932,4000,609,360,0,Urban,1
LP000357,Male,No,0,Graduate,Yes,5404,2000,68,480,1,Rural,1
LP000358,Female,No,1,Graduate,No,14548,2000,133,480,1,Rural,1
LP000359,Male,Yes,1,Graduate,No,12954,2000,204,120,1,Urban,1
LP000360,Male,No,1,Graduate,No,8337,1000,614,480,1,Urban,0
LP000361,Male,Yes,3+,Graduate,Yes,2949,3000,668,360,0,Rural,1
LP000362,Male,Yes,3+,Graduate,No,6000,4000,406,480,0,Rural,0
LP000363,Male,No,3+,Graduate,No,6954,2000,696,120,1,Rural,0
LP000364,Female,Yes,0,Graduate,Yes,10924,3000,492,120,1,Urban,0
LP000365,Male,No,3+,Graduate,No,5617,4000,118,120,1,Rural,1
LP000366,Female,No,2,Graduate,No,10369,4000,572,120,1,Semiurban,0
LP000367,Female,Yes,2,Graduate,Yes,12350,2000,192,240,1,Urban,1
LP000368,Male,Yes,1,Graduate,No,3528,2000,241,480,1,Rural,1
LP000369,Male,Yes,3+,Graduate,No,8345,1000,436,180,1,Urban,0
LP000370,Male,Yes,2,Graduate,No,5258,3000,427,480,1,Semiurban,0
LP000371,Male,No,1,Not Graduate,No,7404,3000,630,240,1,Urban,0
LP000372,Male,Yes,3+,Graduate,No,6124,2000,584,120,1,Rural,0
LP000373,Male,Yes,0,Graduate,No,11729,4000,342,240,1,Semiurban,1
LP000374,Male,Yes,2,Graduate,Yes,12341,2000,58,360,1,Semiurban,1
LP000375,Male,Yes,0,Graduate,No,10348,4000,320,360,1,Rural,0
LP000376,Female,No,3+,Graduate,No,1665,4000,436,480,1,Rural,1
LP000377,Male,Yes,2,Not Graduate,No,14636,2000,142,480,0,Rural,0
LP000378,Female,No,3+,Graduate,No,6091,0,578,180,1,Urban,0
LP000379,Male,Yes,0,Not Graduate,No,2089,3000,203,180,1,Urban,0
LP000380,Male,No,2,Not Graduate,Yes,6024,4000,454,360,1,Urban,0
LP000381,Male,Yes,0,Not Graduate,No,4321,4000,198,120,1,Rural,1
LP000382,Male,Yes,3+,Not Graduate,No,13950,0,316,240,0,Rural,0
LP000383,Female,No,3+,Graduate,No,8009,1000,471,180,1,Urban,0
LP000384,Male,Yes,0,Graduate,No,9193,0,667,180,0,Semiurban,0
LP000385,Female,No,2,Graduate,No,10954,0,521,120,1,Urban,0
LP000386,Male,No,0,Graduate,No,1571,4000,596,120,1,Semiurban,0
LP000387,Male,Yes,3+,Graduate,No,13208,3000,680,480,1,Rural,0
LP000388,Male,Yes,0,Graduate,No,14442,0,575,240,1,Rural,0
LP000389,Female,No,3+,Graduate,No,5080,1000,552,120,1,Urban,1
LP000390,Female,Yes,0,Graduate,No,9462,2000,63,180,1,Urban,1
LP000391,Male,Yes,2,Graduate,No,1768,0,413,180,1,Rural,1
LP000392,Male,Yes,2,Graduate,No,11468,0,168,360,0,Urban,0
LP000393,Male,Yes,0,Graduate,No,3962,1000,287,120,1,Rural,0
LP000394,Male,Yes,0,Not Graduate,No,10960,3000,595,480,1,Rural,0
LP000395,Female,No,2,Graduate,No,2515,0,218,240,1,Semiurban,0
LP000396,Female,No,3+,Graduate,No,12414,0,571,480,1,Urban,1
LP000397,Male,No,2,Graduate,No,10775,3000,683,180,1,Rural,0
LP000398,Male,No,3+,Graduate,Yes,13793,1000,565,480,1,Urban,1
LP000399,Male,Yes,0,Graduate,No,14769,0,446,180,1,Semiurban,0
LP000400,Male,No,0,Graduate,No,9484,3000,155,180,1,Semiurban,1
LP000401,Female,Yes,3+,Graduate,No,1906,0,134,180,1,Urban,0
LP000402,Male,Yes,0,Graduate,No,8884,2000,263,180,1,Urban,0
LP000403,Female,Yes,3+,Graduate,No,7549,4000,170,180,1,Rural,0
LP000404,Male,Yes,1,Graduate,No,7669,2000,181,360,1,Semiurban,1
LP000405,Female,No,2,Graduate,No,9482,0,246,480,1,Semiurban,1
LP000406,Male,No,1,Graduate,No,12768,1000,68,360,1,Semiurban,1
LP000407,Male,Yes,3+,Graduate,No,2485,4000,691,360,0,Urban,0
LP000408,Female,Yes,2,Not Graduate,No,13295,2000,61,120,1,Rural,1
LP000409,Male,No,3+,Graduate,No,5985,3000,130,120,1,Urban,1
LP000410,Male,Yes,2,Graduate,No,10401,1000,379,120,1,Urban,1
LP000411,Female,Yes,2,Graduate,No,4118,2000,441,240,1,Urban,0
LP000412,Female,Yes,2,Graduate,No,14541,3000,686,120,1,Rural,0
LP000413,Male,No,2,Graduate,No,7789,0,356,480,1,Urban,1
LP000414,Male,No,3+,Graduate,No,11103,3000,316,360,0,Semiurban,0
LP000415,Male,Yes,2,Not Graduate,Yes,8428,2000,496,480,1,Semiurban,0
LP000416,Male,Yes,2,Graduate,No,6868,2000,490,120,1,Semiurban,0
LP000417,Male,No,1,Graduate,Yes,6121,0,51,240,1,Rural,1
LP000418,Male,No,0,Graduate,No,11177,3000,569,240,1,Urban,0
LP000419,Male,Yes,0,Graduate,No,12642,3000,685,360,1,Rural,0
LP000420,Male,No,1,Graduate,No,14343,0,358,480,1,Urban,1
LP000421,Male,Yes,1,Graduate,No,12626,3000,571,180,1,Semiurban,0
LP000422,Male,Yes,3+,Graduate,Yes,9066,0,518,480,0,Urban,0
LP000423,Male,No,3+,Graduate,Yes,13806,1000,261,120,1,Urban,1
LP000424,Male,Yes,3+,Graduate,No,6170,2000,161,180,1,Urban,1
LP000425,Male,Yes,1,Not Graduate,No,9158,1000,57,240,1,Rural,1
LP000426,Male,Yes,1,Graduate,No,2503,4000,526,360,1,Urban,0
LP000427,Female,Yes,2,Not Graduate,No,12158,4000,509,360,1,Urban,0
LP000428,Male,No,3+,Graduate,Yes,9004,4000,302,240,1,Urban,1
LP000429,Male,Yes,3+,Not Graduate,No,3966,0,575,120,1,Rural,0
LP000430,Male,No,3+,Graduate,No,11630,3000,487,240,1,Rural,0
LP000431,Male,Yes,0,Not Graduate,No,3439,1000,285,120,1,Rural,1
LP000432,Male,Yes,2,Not Graduate,No,3135,1000,355,180,1,Urban,1
LP000433,Male,Yes,3+,Graduate,Yes,11390,1000,527,240,1,Semiurban,0
LP000434,Male,No,3+,Not Graduate,No,9595,1000,69,120,1,Semiurban,1
LP000435,Male,Yes,3+,Graduate,No,7765,4000,265,180,1,Semiurban,1
LP000436,Male,No,0,Graduate,No,14219,1000,184,240,0,Urban,0
LP000437,Female,Yes,0,Graduate,No,11783,3000,178,360,1,Semiurban,1
LP000438,Male,No,1,Graduate,No,3395,4000,459,240,1,Semiurban,0
LP000439,Male,Yes,2,Graduate,No,8024,1000,471,480,1,Semiurban,0
LP000440,Male,No,1,Graduate,No,13932,0,343,240,1,Urban,1
LP000441,Female,No,2,Graduate,No,13090,2000,295,480,1,Semiurban,1
LP000442,Male,No,0,Graduate,No,2573,2000,605,180,0,Semiurban,1
LP000443,Male,No,3+,Not Graduate,No,6684,2000,135,240,1,Urban,1
LP000444,Female,No,1,Graduate,No,3902,4000,605,180,1,Rural,0
LP000445,Female,Yes,3+,Graduate,No,6395,1000,424,180,1,Semiurban,0
LP000446,Female,Yes,1,Graduate,No,8831,4000,495,120,1,Rural,1
LP000447,Male,Yes,0,Graduate,No,12904,3000,427,180,1,Semiurban,0
LP000448,Male,No,0,Graduate,No,13729,0,439,180,1,Urban,0
LP000449,Male,Yes,0,Graduate,No,10843,0,100,240,1,Rural,1
LP000450,Male,No,1,Graduate,No,12137,2000,291,240,1,Rural,1
LP000451,Male,Yes,2,Not Graduate,Yes,3456,2000,343,360,1,Rural,1
LP000452,Male,Yes,1,Graduate,No,8523,2000,612,120,1,Rural,0
LP000453,Female,Yes,2,Graduate,Yes,14250,1000,315,180,1,Semiurban,1
LP000454,Male,No,1,Graduate,No,5407,3000,169,120,0,Semiurban,0
LP000455,Male,Yes,1,Graduate,No,2307,3000,297,480,1,Rural,0
LP000456,Male,Yes,0,Graduate,No,9878,3000,119,180,1,Semiurban,1
LP000457,Male,Yes,3+,Graduate,No,6327,3000,106,120,1,Rural,1
LP000458,Male,Yes,3+,Graduate,No,6024,2000,431,360,1,Rural,0
LP000459,Male,Yes,2,Graduate,No,10999,0,88,360,1,Urban,1
LP000460,Male,Yes,3+,Not Graduate,No,3784,2000,492,180,1,Rural,0
LP000461,Male,No,1,Not Graduate,No,6813,3000,67,480,1,Semiurban,1
LP000462,Male,Yes,1,Graduate,No,14558,2000,401,360,1,Rural,0
LP000463,Male,Yes,0,Graduate,Yes,2257,3000,347,360,1,Urban,0
LP000464,Female,Yes,0,Graduate,No,13923,4000,332,480,1,Semiurban,1
LP000465,Male,Yes,3+,Graduate,Yes,6387,0,635,120,1,Urban,0
LP000466,Male,Yes,2,Graduate,No,5354,4000,159,360,1,Urban,1
LP000467,Female,Yes,3+,Graduate,No,13958,1000,229,240,1,Rural,1
LP000468,Male,Yes,3+,Graduate,No,11898,2000,593,360,1,Urban,0
LP000469,Female,Yes,3+,Graduate,No,5058,1000,74,120,0,Urban,0
LP000470,Male,No,3+,Graduate,No,11272,2000,106,120,0,Semiurban,0
LP000471,Female,No,1,Not Graduate,Yes,2461,4000,229,180,1,Urban,0
LP000472,Male,No,2,Not Graduate,No,5347,3000,281,240,1,Rural,1
LP000473,Female,Yes,1,Graduate,No,8226,3000,392,120,0,Rural,0
LP000474,Male,Yes,2,Graduate,No,5075,2000,526,480,1,Rural,0
LP000475,Female,Yes,0,Not Graduate,No,10567,3000,625,240,0,Urban,0
LP000476,Male,Yes,3+,Graduate,No,3918,4000,504,240,1,Semiurban,0
LP000477,Male,No,1,Not Graduate,No,5698,3000,281,480,1,Rural,1
LP000478,Female,Yes,2,Graduate,No,2501,4000,338,360,1,Urban,0
LP000479,Male,Yes,0,Not Graduate,No,6744,1000,262,480,1,Rural,0
LP000480,Male,Yes,0,Graduate,No,13076,4000,307,480,0,Rural,0
LP000481,Male,No,3+,Not Graduate,No,8619,0,579,360,1,Semiurban,0
LP000482,Male,Yes,2,Not Graduate,No,5566,0,278,360,1,Rural,1
LP000483,Male,Yes,1,Graduate,No,4345,0,275,360,1,Semiurban,0
LP000484,Male,Yes,3+,Graduate,No,11173,2000,645,360,1,Urban,0
LP000485,Female,Yes,1,Not Graduate,Yes,12993,2000,484,360,1,Rural,0
LP000486,Male,Yes,0,Graduate,No,10349,2000,451,480,1,Urban,0
LP000487,Male,Yes,1,Not Graduate,No,6816,4000,671,180,1,Urban,0
LP000488,Female,Yes,1,Graduate,No,12472,2000,137,180,1,Urban,1
LP000489,Female,Yes,3+,Graduate,No,1922,1000,633,120,1,Rural,0
LP000490,Male,Yes,1,Graduate,Yes,8215,0,591,180,0,Semiurban,0
LP000491,Male,Yes,3+,Graduate,No,13373,4000,358,180,1,Rural,1
LP000492,Male,Yes,0,Graduate,No,5766,0,392,480,1,Urban,1
LP000493,Male,No,3+,Graduate,No,9049,2000,485,360,1,Semiurban,0
LP000494,Male,No,3+,Graduate,No,7816,4000,226,360,1,Urban,1
LP000495,Male,Yes,2,Graduate,Yes,4210,3000,188,480,1,Semiurban,1
LP000496,Male,Yes,1,Graduate,No,10144,1000,243,180,1,Rural,1
LP000497,Male,Yes,0,Not Graduate,Yes,12089,2000,235,480,0,Semiurban,1
LP000498,Female,Yes,3+,Not Graduate,No,9569,2000,267,120,1,Rural,1
LP000499,Female,No,0,Graduate,No,11667,1000,213,360,0,Urban,0
LP000500,Male,Yes,2,Not Graduate,No,3157,1000,210,240,1,Semiurban,1
LP000501,Male,No,1,Graduate,No,4041,3000,574,120,1,Urban,0
LP000502,Male,Yes,3+,Graduate,No,8263,2000,650,120,1,Semiurban,0
LP000503,Female,Yes,1,Not Graduate,No,4575,2000,91,480,1,Rural,1
LP000504,Male,No,2,Graduate,No,4664,0,259,180,1,Semiurban,1
LP000505,Male,No,2,Graduate,No,12658,4000,324,360,1,Semiurban,1
LP000506,Female,No,0,Not Graduate,No,3553,4000,328,240,1,Rural,1
LP000507,Female,No,3+,Graduate,Yes,9979,0,300,120,1,Rural,0
LP000508,Female,Yes,0,Not Graduate,No,7237,4000,359,240,1,Rural,1
LP000509,Male,No,2,Not Graduate,No,4717,1000,189,180,0,Semiurban,0
LP000510,Male,Yes,1,Graduate,No,13546,4000,595,180,1,Urban,0
LP000511,Male,No,0,Not Graduate,No,2947,4000,579,240,0,Semiurban,0
LP000512,Female,Yes,0,Graduate,No,7509,0,106,360,1,Semiurban,1
LP000513,Female,No,1,Graduate,Yes,2107,3000,161,180,1,Urban,0
LP000514,Male,Yes,0,Graduate,No,6052,4000,54,240,1,Rural,0
LP000515,Male,Yes,1,Not Graduate,No,3264,4000,459,120,0,Semiurban,0
LP000516,Male,Yes,3+,Graduate,No,10917,3000,463,240,1,Urban,0
LP000517,Female,No,1,Graduate,Yes,10927,0,231,240,1,Rural,1
LP000518,Female,Yes,3+,Graduate,No,10721,3000,62,480,1,Rural,0
LP000519,Male,Yes,1,Graduate,No,4171,0,388,180,1,Semiurban,1
LP000520,Male,Yes,2,Graduate,No,8019,1000,308,360,1,Rural,1
LP000521,Male,Yes,2,Graduate,Yes,5462,0,139,360,1,Rural,1
LP000522,Female,No,3+,Graduate,No,14234,1000,665,480,1,Urban,0
LP000523,Female,Yes,3+,Graduate,No,14622,1000,299,360,1,Urban,1
LP000524,Female,No,2,Not Graduate,No,4677,0,304,240,1,Rural,1
LP000525,Male,Yes,3+,Graduate,No,5222,2000,637,480,1,Urban,0
LP000526,Male,Yes,1,Graduate,No,6406,0,157,120,1,Rural,0
LP000527,Male,No,1,Not Graduate,No,8763,4000,643,180,0,Semiurban,0
LP000528,Male,No,2,Graduate,No,6554,4000,638,180,1,Urban,0
LP000529,Female,Yes,0,Not Graduate,No,11167,2000,534,180,0,Rural,0
LP000530,Female,Yes,1,Graduate,No,12588,1000,307,240,1,Rural,1
LP000531,Female,No,3+,Not Graduate,No,2308,2000,688,120,1,Urban,0
LP000532,Female,Yes,0,Graduate,No,10670,4000,331,480,1,Urban,1
LP000533,Male,No,0,Graduate,No,12155,2000,137,480,0,Semiurban,0
LP000534,Male,No,1,Graduate,No,2225,0,253,180,1,Rural,0
LP000535,Female,No,1,Not Graduate,No,12193,2000,65,120,0,Semiurban,0
LP000536,Female,Yes,0,Graduate,No,13054,1000,200,120,0,Semiurban,0
LP000537,Male,No,0,Graduate,No,9201,0,303,120,1,Semiurban,1
LP000538,Male,Yes,2,Graduate,No,2716,3000,237,360,1,Urban,0
LP000539,Male,Yes,3+,Graduate,No,5551,4000,378,360,1,Semiurban,1
LP000540,Female,Yes,2,Graduate,No,3697,4000,593,180,1,Urban,0
LP000541,Male,Yes,1,Graduate,No,4306,2000,446,120,1,Urban,1
LP000542,Male,No,2,Not Graduate,No,10470,0,566,120,0,Semiurban,0
LP000543,Male,No,2,Graduate,No,2472,3000,508,480,1,Semiurban,0
LP000544,Male,No,2,Graduate,No,12502,0,379,480,1,Rural,1
LP000545,Male,Yes,2,Graduate,No,7134,4000,218,180,1,Semiurban,0
LP000546,Male,Yes,3+,Graduate,No,8983,0,415,120,1,Rural,0
LP000547,Male,Yes,3+,Graduate,No,3623,3000,227,180,1,Semiurban,1
LP000548,Male,No,0,Graduate,No,10290,2000,411,480,1,Semiurban,0
LP000549,Male,Yes,1,Graduate,No,13033,1000,688,480,1,Semiurban,0
LP000550,Male,No,2,Graduate,No,1724,0,89,360,1,Semiurban,0
LP000551,Female,Yes,0,Graduate,No,10532,1000,465,180,1,Rural,0
LP000552,Male,Yes,0,Not Graduate,No,3314,4000,404,180,1,Rural,0
LP000553,Male,No,0,Not Graduate,No,14501,2000,304,120,1,Semiurban,1
LP000554,Female,Yes,3+,Graduate,No,2606,2000,192,120,1,Semiurban,0
LP000555,Male,No,2,Not Graduate,Yes,1624,0,626,360,1,Rural,0
LP000556,Male,No,2,Graduate,No,4746,2000,60,240,0,Urban,0
LP000557,Male,Yes,1,Graduate,No,14880,0,669,240,1,Urban,0
LP000558,Male,Yes,2,Graduate,No,4431,0,75,240,0,Urban,0
LP000559,Male,Yes,2,Graduate,No,13817,1000,470,180,1,Rural,0
LP000560,Male,No,0,Not Graduate,No,4471,2000,270,180,1,Rural,1
LP000561,Male,Yes,1,Graduate,No,3517,0,545,480,1,Urban,0
LP000562,Male,Yes,2,Graduate,No,8915,1000,286,180,1,Urban,1
LP000563,Male,Yes,3+,Graduate,No,3915,3000,286,180,1,Semiurban,1
LP000564,Male,No,2,Graduate,No,14282,1000,268,180,1,Rural,1
LP000565,Male,Yes,0,Graduate,No,4596,1000,536,360,0,Rural,0
LP000566,Male,No,3+,Graduate,No,3109,0,510,180,0,Urban,0
LP000567,Male,No,0,Graduate,No,2217,4000,684,120,1,Urban,0
LP000568,Female,Yes,2,Not Graduate,No,5061,4000,193,120,1,Rural,1
LP000569,Male,Yes,3+,Not Graduate,No,10708,4000,238,480,1,Semiurban,1
LP000570,Male,No,1,Graduate,No,13257,1000,304,360,1,Urban,1
LP000571,Male,Yes,1,Not Graduate,No,14393,0,117,120,1,Rural,1
LP000572,Male,No,3+,Graduate,No,14162,2000,665,360,1,Rural,0
LP000573,Male,Yes,3+,Graduate,No,8282,1000,385,360,1,Semiurban,1
LP000574,Female,Yes,0,Graduate,No,11652,1000,458,480,1,Semiurban,0
LP000575,Female,No,3+,Graduate,No,2548,0,349,360,1,Urban,0
LP000576,Male,Yes,0,Not Graduate,No,11049,3000,651,180,1,Urban,0
LP000577,Female,Yes,2,Graduate,No,13118,1000,406,360,0,Urban,0
LP000578,Male,Yes,0,Graduate,Yes,9807,3000,305,480,1,Rural,1
LP000579,Male,Yes,3+,Graduate,No,11787,3000,402,480,1,Urban,0
LP000580,Male,Yes,3+,Graduate,No,9405,4000,570,480,0,Rural,1
LP000581,Female,Yes,2,Not Graduate,No,11493,0,573,120,1,Urban,0
LP000582,Male,No,3+,Graduate,Yes,11838,3000,333,180,1,Semiurban,1
LP000583,Male,Yes,3+,Graduate,No,7078,0,361,120,1,Semiurban,1
LP000584,Male,No,1,Graduate,Yes,3120,4000,148,240,1,Rural,1
LP000585,Male,Yes,1,Graduate,No,8048,0,246,180,0,Semiurban,0
LP000586,Male,No,2,Graduate,No,8881,1000,531,360,1,Rural,0
LP000587,Male,Yes,0,Graduate,No,6280,3000,275,480,1,Rural,0
LP000588,Male,No,1,Graduate,Yes,12642,0,664,240,1,Semiurban,0
LP000589,Male,Yes,0,Graduate,No,5292,2000,667,180,0,Rural,0
LP000590,Male,Yes,3+,Not Graduate,No,4441,0,414,120,1,Semiurban,0
LP000591,Male,Yes,1,Not Graduate,No,7195,3000,417,480,1,Urban,1
LP000592,Male,Yes,2,Graduate,No,7901,4000,619,120,1,Urban,0
LP000593,Male,Yes,2,Graduate,No,14597,4000,639,180,1,Semiurban,0
LP000594,Female,Yes,2,Graduate,No,10669,3000,124,180,1,Semiurban,1
LP000595,Male,No,1,Graduate,No,7697,1000,91,240,1,Semiurban,1
LP000596,Male,Yes,0,Graduate,No,12758,1000,471,360,1,Semiurban,0
LP000597,Male,Yes,3+,Graduate,No,6950,4000,230,120,1,Urban,1
LP000598,Male,Yes,0,Graduate,No,10475,4000,594,240,1,Rural,0
LP000599,Male,No,0,Graduate,No,9932,3000,120,480,1,Rural,1
LP000600,Male,Yes,3+,Graduate,Yes,7374,1000,617,360,1,Urban,0
LP000601,Male,Yes,3+,Graduate,Yes,3053,4000,154,240,1,Rural,1
LP000602,Male,Yes,1,Graduate,No,14270,1000,249,120,1,Urban,1
LP000603,Male,No,1,Graduate,No,2512,4000,150,180,0,Rural,0
LP000604,Male,No,1,Graduate,No,9878,0,356,480,0,Semiurban,0
LP000605,Male,Yes,1,Graduate,No,3381,2000,635,120,1,Semiurban,0
LP000606,Male,No,1,Graduate,No,8299,0,426,360,0,Semiurban,0
LP000607,Male,No,3+,Graduate,No,14740,4000,448,360,1,Urban,0
LP000608,Male,Yes,0,Graduate,No,6086,2000,270,180,1,Urban,0
LP000609,Male,No,1,Graduate,Yes,10122,2000,644,180,1,Rural,0
LP000610,Male,Yes,1,Not Graduate,No,9930,4000,231,480,1,Rural,1
LP000611,Male,Yes,0,Graduate,Yes,7947,4000,356,480,1,Rural,0
LP000612,Male,Yes,1,Graduate,Yes,3845,1000,571,180,1,Urban,0
LP000613,Male,Yes,0,Graduate,No,1575,4000,445,180,1,Rural,0
LP000614,Female,Yes,0,Graduate,No,11048,3000,53,360,1,Semiurban,0
LP000615,Female,No,3+,Graduate,No,7377,4000,330,180,0,Rural,0
LP000616,Male,Yes,2,Graduate,No,8285,3000,264,240,1,Semiurban,1
LP000617,Male,Yes,3+,Graduate,No,6422,4000,659,120,1,Urban,0
LP000618,Female,Yes,2,Not Graduate,No,9590,1000,469,180,1,Semiurban,0
LP000619,Male,No,2,Graduate,Yes,3830,3000,150,480,0,Semiurban,0
LP000620,Male,Yes,2,Not Graduate,No,6186,0,570,240,1,Semiurban,1
LP000621,Male,Yes,1,Not Graduate,No,3402,3000,622,480,1,Urban,0
LP000622,Male,Yes,3+,Graduate,No,13705,1000,358,240,1,Urban,0
LP000623,Male,Yes,2,Not Graduate,Yes,6170,3000,559,180,1,Urban,0
LP000624,Male,No,0,Graduate,No,8643,4000,112,120,1,Urban,1
LP000625,Male,No,1,Not Graduate,No,14679,4000,682,480,1,Rural,0
LP000626,Male,Yes,3+,Graduate,No,3559,1000,275,240,1,Urban,1
LP000627,Male,No,2,Graduate,No,1640,2000,154,360,1,Semiurban,0
LP000628,Male,Yes,0,Graduate,No,3289,4000,474,180,0,Urban,0
LP000629,Male,No,3+,Graduate,No,13318,0,304,120,1,Rural,1
LP000630,Male,Yes,3+,Graduate,No,1516,1000,478,180,1,Rural,0
LP000631,Female,Yes,1,Graduate,No,14874,3000,483,360,1,Rural,0
LP000632,Male,Yes,3+,Graduate,No,14040,3000,256,120,1,Semiurban,1
LP000633,Male,No,1,Graduate,No,1964,0,77,360,1,Urban,0
LP000634,Male,Yes,2,Graduate,No,5971,4000,385,180,1,Urban,0
LP000635,Male,Yes,1,Graduate,No,3327,1000,637,240,1,Urban,0
LP000636,Male,Yes,0,Not Graduate,No,12720,0,677,180,1,Semiurban,0
LP000637,Male,No,1,Graduate,No,10211,4000,118,180,0,Semiurban,0
LP000638,Male,Yes,0,Not Graduate,No,7456,1000,562,180,0,Rural,0
LP000639,Male,No,1,Graduate,No,1589,3000,216,480,1,Rural,0
LP000640,Male,No,3+,Graduate,No,6315,1000,417,360,1,Urban,0
LP000641,Male,Yes,2,Graduate,No,4351,2000,300,360,1,Semiurban,1
LP000642,Male,No,0,Not Graduate,No,4343,1000,219,360,1,Semiurban,1
LP000643,Male,Yes,1,Graduate,No,14417,2000,139,480,1,Urban,1
LP000644,Male,No,1,Graduate,No,11576,1000,610,240,1,Urban,0
LP000645,Female,Yes,1,Graduate,No,13863,2000,495,180,0,Rural,0
LP000646,Male,No,3+,Not Graduate,No,10617,3000,343,240,0,Rural,0
LP000647,Male,No,3+,Graduate,No,13426,4000,199,480,1,Rural,1
LP000648,Male,No,0,Graduate,No,8043,2000,181,360,1,Urban,1
LP000649,Male,No,0,Graduate,Yes,7401,2000,482,180,1,Urban,0
LP000650,Male,Yes,3+,Graduate,No,2469,3000,108,120,1,Rural,0
LP000651,Male,Yes,0,Graduate,No,2594,2000,248,120,1,Rural,0
LP000652,Male,No,2,Graduate,No,7624,0,264,240,0,Semiurban,0
LP000653,Male,Yes,2,Graduate,No,8847,3000,610,360,1,Semiurban,0
LP000654,Male,Yes,3+,Graduate,No,4695,0,521,120,1,Rural,0
LP000655,Male,No,0,Graduate,No,2904,3000,296,240,1,Rural,1
LP000656,Male,No,1,Not Graduate,No,13056,2000,431,480,1,Semiurban,1
LP000657,Male,No,2,Not Graduate,No,8440,0,288,240,1,Rural,1
LP000658,Male,Yes,3+,Graduate,No,5790,2000,416,240,1,Semiurban,0
LP000659,Male,No,0,Graduate,No,5482,3000,217,240,1,Semiurban,1
LP000660,Male,Yes,3+,Graduate,No,14015,2000,609,180,1,Semiurban,0
LP000661,Female,No,1,Not Graduate,No,13705,0,100,240,1,Urban,1
LP000662,Male,Yes,2,Graduate,No,7055,0,659,240,1,Urban,1
LP000663,Male,No,3+,Graduate,No,9454,2000,429,180,0,Rural,0
LP000664,Male,No,3+,Graduate,No,14248,1000,523,180,1,Semiurban,0
LP000665,Male,Yes,3+,Graduate,No,6213,3000,129,480,1,Urban,1
LP000666,Male,No,1,Graduate,No,4592,3000,416,360,1,Rural,0
LP000667,Male,Yes,3+,Graduate,No,5659,2000,510,120,1,Rural,0
LP000668,Male,No,1,Graduate,No,7808,1000,588,120,1,Rural,0
LP000669,Male,No,1,Graduate,No,11766,0,501,240,1,Rural,0
LP000670,Male,Yes,1,Graduate,Yes,8978,4000,513,480,0,Rural,0
LP000671,Female,No,2,Graduate,No,9976,4000,527,240,1,Semiurban,0
LP000672,Male,No,2,Graduate,No,6433,2000,469,120,1,Rural,0
LP000673,Male,Yes,3+,Graduate,No,6426,1000,263,180,1,Semiurban,1
LP000674,Male,Yes,3+,Not Graduate,No,10879,1000,418,360,1,Urban,0
LP000675,Female,No,2,Graduate,No,5469,3000,163,480,1,Rural,1
LP000676,Male,No,0,Graduate,No,4465,0,552,180,1,Urban,0
LP000677,Male,No,2,Graduate,No,5819,1000,685,360,1,Semiurban,1
LP000678,Female,No,1,Graduate,No,10475,4000,637,480,1,Semiurban,1
LP000679,Female,Yes,2,Graduate,No,8608,0,360,480,1,Urban,1
LP000680,Female,No,1,Graduate,No,10641,0,518,120,1,Rural,0
LP000681,Male,Yes,3+,Not Graduate,No,5439,2000,93,180,1,Rural,0
LP000682,Male,Yes,0,Graduate,No,1544,1000,464,480,0,Urban,0
LP000683,Male,Yes,3+,Graduate,No,3310,2000,295,480,1,Urban,0
LP000684,Female,Yes,1,Graduate,No,6066,1000,133,360,1,Urban,1
LP000685,Male,Yes,1,Graduate,No,11773,3000,256,120,1,Rural,0
LP000686,Male,Yes,1,Graduate,No,13190,2000,200,240,1,Rural,0
LP000687,Male,No,0,Graduate,Yes,10521,2000,577,120,1,Rural,0
LP000688,Male,Yes,2,Graduate,Yes,3409,4000,214,240,1,Urban,1
LP000689,Male,Yes,3+,Graduate,No,7864,2000,194,180,1,Rural,0
LP000690,Male,Yes,3+,Graduate,Yes,4081,1000,86,180,0,Semiurban,0
LP000691,Male,Yes,2,Graduate,No,2191,4000,382,480,1,Urban,0
LP000692,Male,Yes,3+,Graduate,No,13711,2000,452,180,1,Rural,0
LP000693,Male,Yes,0,Graduate,No,2431,2000,463,480,1,Urban,0
LP000694,Male,Yes,3+,Not Graduate,No,14628,3000,94,120,1,Semiurban,0
LP000695,Male,No,1,Graduate,No,9410,2000,451,180,1,Semiurban,0
LP000696,Male,Yes,2,Graduate,No,7882,0,255,120,1,Urban,1
LP000697,Male,Yes,0,Graduate,No,4906,4000,111,120,1,Urban,1
